GU	96910	Hagatna	Gu	66	Guam	010			13.4443	144.7863	
GU	96911	Tamuning	Gu	66	Guam	010			13.4443	144.7863	
GU	96912	Dededo	Gu	66	Guam	010			13.4443	144.7863	
GU	96913	Barrigada	Gu	66	Guam	010			13.4443	144.7863	
GU	96914	Yona	Gu	66	Guam	010			13.4443	144.7863	
GU	96915	Santa Rita	Gu	66	Guam	010			13.4443	144.7863	
GU	96916	Merizo	Gu	66	Guam	010			13.4443	144.7863	
GU	96917	Inarajan	Gu	66	Guam	010			13.4443	144.7863	
GU	96918	Umatac	Gu	66	Guam	010			13.4443	144.7863	
GU	96919	Agana Heights	Gu	66	Guam	010			13.4443	144.7863	
GU	96921	Barrigada	Gu	66	Guam	010			13.4529	-0.0042	
GU	96922	Asan	Gu	66	Guam	010			13.4443	144.7863	
GU	96923	Mangilao	Gu	66	Guam	010			13.4443	144.7863	
GU	96925	Piti	Gu	66	Guam	010			13.4443	144.7863	
GU	96926	Sinajana	Gu	66	Guam	010			13.4443	144.7863	
GU	96927	Mongmong	Gu	66	Guam	010			13.4443	144.7863	
GU	96928	Agat	Gu	66	Guam	010			13.4443	144.7863	
GU	96929	Yigo	Gu	66	Guam	010			13.4443	144.7863	
GU	96930	Talofofo	Gu	66	Guam	010			13.4443	144.7863	
GU	96931	Tamuning	Gu	66	Guam	010			13.4443	144.7863	
GU	96932	Hagatna	Gu	66	Guam	010			13.4597	0.0189	
GU	96921	Barrigada	Guam 	GU	Guam				13.4529	-0.0042	
GU	96932	Hagatna	Guam 	GU	Guam				13.4597	0.0189	
